term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,dfidf,mean_tfidf
bosses,2,1.3874340101698912e-05,16.137221319525175,6,NNS,1,{'NNS'},4.352182518111363,0.0005714987144994719
craftspeople,2,1.3874340101698912e-05,16.137221319525175,12,NN,2,"{'NNS', 'NN'}",2.4771212547196626,0.0005504713899377029
hometown,2,1.3874340101698912e-05,16.137221319525175,8,NN,1,{'NN'},4.352182518111363,0.00041449357315346305
appeal,2,1.3874340101698912e-05,16.137221319525175,6,NN,1,{'NN'},4.352182518111363,0.00037367223640350086
circular,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},4.352182518111363,0.00018874748513987574
hartmut,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
pigment,2,1.3874340101698912e-05,16.137221319525175,7,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.00013536181719779578
safest,2,1.3874340101698912e-05,16.137221319525175,6,NN,1,{'NN'},4.352182518111363,0.0004749405525716765
flathead,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0005160669280665964
boone,2,1.3874340101698912e-05,16.137221319525175,5,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.00013426131461895192
machiners,2,1.3874340101698912e-05,16.137221319525175,9,NNS,1,{'NNS'},2.4771212547196626,0.0015012856089210076
floodgates,2,1.3874340101698912e-05,16.137221319525175,10,NNP,2,"{'NNS', 'NNP'}",2.4771212547196626,0.00016851164998092942
austenitic,2,1.3874340101698912e-05,16.137221319525175,10,NNP,1,{'NNP'},4.352182518111363,0.00025385523918787116
kiki,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
wolfson,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
hodges,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
albuquerque,2,1.3874340101698912e-05,16.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
quoteform,2,1.3874340101698912e-05,16.137221319525175,9,NN,1,{'NN'},4.352182518111363,0.0005720874837795195
isabelle,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
crank,2,1.3874340101698912e-05,16.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.0008257070849065543
genzken,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
isa,2,1.3874340101698912e-05,16.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
kaizen,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0007506428044605038
television,2,1.3874340101698912e-05,16.137221319525175,10,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0007621575665774728
oiling,2,1.3874340101698912e-05,16.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.0008257070849065543
evil,2,1.3874340101698912e-05,16.137221319525175,4,NN,1,{'NN'},2.4771212547196626,0.00013426131461895192
mapping,2,1.3874340101698912e-05,16.137221319525175,7,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0004592400384370756
howe,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
dynamometer,2,1.3874340101698912e-05,16.137221319525175,11,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.0008257070849065543
alex,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
fm,2,1.3874340101698912e-05,16.137221319525175,2,NNP,1,{'NNP'},4.352182518111363,0.0006464917584835654
prone,2,1.3874340101698912e-05,16.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.0005160669280665964
plumber,2,1.3874340101698912e-05,16.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.00013426131461895192
prince,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
specifics,2,1.3874340101698912e-05,16.137221319525175,9,NNS,1,{'NNS'},4.352182518111363,0.0005893580493275803
stackable,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
reimbursement,2,1.3874340101698912e-05,16.137221319525175,13,NN,1,{'NN'},4.352182518111363,0.0005587261340818642
chillers,2,1.3874340101698912e-05,16.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.00013426131461895192
demandez,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.00042343953072130984
creative,2,1.3874340101698912e-05,16.137221319525175,8,NN,1,{'NN'},4.352182518111363,0.0003710300526949158
couch,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
ams,2,1.3874340101698912e-05,16.137221319525175,3,NNP,1,{'NNP'},4.352182518111363,0.0004158471443284926
polish,2,1.3874340101698912e-05,16.137221319525175,6,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0004221379218386704
four,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
forks,2,1.3874340101698912e-05,16.137221319525175,5,NNS,1,{'NNS'},2.4771212547196626,0.0008257070849065543
donor,2,1.3874340101698912e-05,16.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.0008257070849065543
nara,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
yoshitomo,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
starting,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
nl,2,1.3874340101698912e-05,16.137221319525175,2,NNP,1,{'NNP'},4.352182518111363,0.000408554683024288
discounts,2,1.3874340101698912e-05,16.137221319525175,9,NNS,1,{'NNS'},4.352182518111363,0.0004922111181197374
piston,2,1.3874340101698912e-05,16.137221319525175,6,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.0008257070849065543
albany,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0007506428044605038
whom,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
friedman,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
mansfield,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.000179501540197077
houseago,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
holl,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
steven,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
ruby,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
leigh,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
graham,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
auckland,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.001376178474844257
directement,2,1.3874340101698912e-05,16.137221319525175,11,NN,1,{'NN'},2.4771212547196626,0.00042343953072130984
barney,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
ryden,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00013536181719779578
everett,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},4.352182518111363,0.000502416452307228
spc,2,1.3874340101698912e-05,16.137221319525175,3,NNP,1,{'NNP'},4.352182518111363,0.0008462577118549871
biscuits,2,1.3874340101698912e-05,16.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.0008691653525332149
checking,2,1.3874340101698912e-05,16.137221319525175,8,NN,1,{'NN'},4.352182518111363,0.00041449357315346305
holesaws,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.000359003080394154
winches,2,1.3874340101698912e-05,16.137221319525175,7,NNS,1,{'NNS'},2.4771212547196626,0.00027523569496885143
communicate,2,1.3874340101698912e-05,16.137221319525175,11,NN,1,{'NN'},4.352182518111363,0.00047967603022195125
davits,2,1.3874340101698912e-05,16.137221319525175,6,NNS,1,{'NNS'},2.4771212547196626,0.00027523569496885143
miningstacker,2,1.3874340101698912e-05,16.137221319525175,13,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
reclaimers,2,1.3874340101698912e-05,16.137221319525175,10,NNS,1,{'NNS'},2.4771212547196626,0.00027523569496885143
grates,2,1.3874340101698912e-05,16.137221319525175,6,NNS,1,{'NNS'},2.4771212547196626,0.0006116348777085587
collectedif,2,1.3874340101698912e-05,16.137221319525175,11,NNP,1,{'NNP'},4.352182518111363,0.0002986510840820819
stove,2,1.3874340101698912e-05,16.137221319525175,5,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.00032810928718811626
garvie,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0006116348777085587
raceways,2,1.3874340101698912e-05,16.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.00027523569496885143
bolton,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0006116348777085587
robust,2,1.3874340101698912e-05,16.137221319525175,6,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.002176091259055681
closure,2,1.3874340101698912e-05,16.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.0006116348777085587
lp,2,1.3874340101698912e-05,16.137221319525175,2,NNP,1,{'NNP'},4.352182518111363,0.0005203696489046194
smelting,2,1.3874340101698912e-05,16.137221319525175,8,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.0018349046331256759
industryforest,2,1.3874340101698912e-05,16.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
handlingthe,2,1.3874340101698912e-05,16.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
yellowstone,2,1.3874340101698912e-05,16.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
apega,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0006116348777085587
lucky,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
spreads,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
interference,2,1.3874340101698912e-05,16.137221319525175,12,NN,1,{'NN'},4.352182518111363,0.00036487994848812433
defencethe,2,1.3874340101698912e-05,16.137221319525175,10,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
transportthe,2,1.3874340101698912e-05,16.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
austempered,2,1.3874340101698912e-05,16.137221319525175,11,NNP,1,{'NNP'},4.352182518111363,0.0005077546271129923
harbour,2,1.3874340101698912e-05,16.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
onboard,2,1.3874340101698912e-05,16.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
carriage,2,1.3874340101698912e-05,16.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
insistence,2,1.3874340101698912e-05,16.137221319525175,10,NN,1,{'NN'},2.4771212547196626,0.0005327142483268092
medicalslewing,2,1.3874340101698912e-05,16.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
anecoïd,2,1.3874340101698912e-05,16.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
fabriquons,2,1.3874340101698912e-05,16.137221319525175,10,NNS,1,{'NNS'},2.4771212547196626,0.00042343953072130984
certainty,2,1.3874340101698912e-05,16.137221319525175,9,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
worksthe,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
filament,2,1.3874340101698912e-05,16.137221319525175,8,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.000863528277403048
skincare,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
cranesbecause,2,1.3874340101698912e-05,16.137221319525175,13,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
morphe,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
bottling,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
jerseynew,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},4.352182518111363,0.0005170145899174845
bottles,2,1.3874340101698912e-05,16.137221319525175,7,NNS,1,{'NNS'},2.4771212547196626,0.00027523569496885143
marcus,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
neiman,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
sephora,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
hampshirenew,2,1.3874340101698912e-05,16.137221319525175,12,NNP,1,{'NNP'},4.352182518111363,0.0005170145899174845
pilot,2,1.3874340101698912e-05,16.137221319525175,5,NN,1,{'NN'},4.352182518111363,0.000374428657934682
everyday,2,1.3874340101698912e-05,16.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
registered,2,1.3874340101698912e-05,16.137221319525175,10,NNP,1,{'NNP'},4.352182518111363,0.0006534147167879745
assembling,2,1.3874340101698912e-05,16.137221319525175,10,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
offshorehigh,2,1.3874340101698912e-05,16.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
sed,2,1.3874340101698912e-05,16.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0018349046331256759
salty,2,1.3874340101698912e-05,16.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
carolinanorth,2,1.3874340101698912e-05,16.137221319525175,13,NNP,1,{'NNP'},4.352182518111363,0.0005170145899174845
partnering,2,1.3874340101698912e-05,16.137221319525175,10,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0007621575665774728
bogie,2,1.3874340101698912e-05,16.137221319525175,5,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
tustin,2,1.3874340101698912e-05,16.137221319525175,6,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.0005004285363070026
rounds,2,1.3874340101698912e-05,16.137221319525175,6,NNS,1,{'NNS'},2.4771212547196626,0.0008691653525332149
arrive,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
lighter,2,1.3874340101698912e-05,16.137221319525175,7,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.00021760912590556815
closet,2,1.3874340101698912e-05,16.137221319525175,6,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.0005004285363070026
ky,2,1.3874340101698912e-05,16.137221319525175,2,NNP,1,{'NNP'},4.352182518111363,0.00044648337070271236
dunkirk,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
straps,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},4.352182518111363,0.000826625359565311
elkhart,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
csa,2,1.3874340101698912e-05,16.137221319525175,3,NNP,1,{'NNP'},4.352182518111363,0.0004263410142540653
resist,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},4.352182518111363,0.001365944729710276
travaillons,2,1.3874340101698912e-05,16.137221319525175,11,NNS,1,{'NNS'},2.4771212547196626,0.00042343953072130984
equal,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},4.352182518111363,0.00022391663680138173
othersthis,2,1.3874340101698912e-05,16.137221319525175,10,NNP,1,{'NNP'},4.352182518111363,0.0002986510840820819
cp,2,1.3874340101698912e-05,16.137221319525175,2,NNP,1,{'NNP'},4.352182518111363,0.0003593237109860462
spectrometry,2,1.3874340101698912e-05,16.137221319525175,12,NN,1,{'NN'},4.352182518111363,0.0005104411595315796
metallography,2,1.3874340101698912e-05,16.137221319525175,13,NN,1,{'NN'},4.352182518111363,0.0004819955221583027
supersede,2,1.3874340101698912e-05,16.137221319525175,9,NN,1,{'NN'},4.352182518111363,0.00041047716256089077
waiver,2,1.3874340101698912e-05,16.137221319525175,6,NN,1,{'NN'},4.352182518111363,0.00041047716256089077
indemnity,2,1.3874340101698912e-05,16.137221319525175,9,NN,1,{'NN'},4.352182518111363,0.00041047716256089077
ifwater,2,1.3874340101698912e-05,16.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.0006116348777085587
licensors,2,1.3874340101698912e-05,16.137221319525175,9,NNS,1,{'NNS'},4.352182518111363,0.0007253637530185604
wholesale,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.000359003080394154
theaerospace,2,1.3874340101698912e-05,16.137221319525175,12,NN,1,{'NN'},4.352182518111363,0.0005136547150562054
calipers,2,1.3874340101698912e-05,16.137221319525175,8,NNS,1,{'NNS'},2.4771212547196626,0.000359003080394154
backlog,2,1.3874340101698912e-05,16.137221319525175,7,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0012780218505565111
isn,2,1.3874340101698912e-05,16.137221319525175,3,NN,1,{'NN'},4.352182518111363,0.0005871992286340727
dictate,2,1.3874340101698912e-05,16.137221319525175,7,NN,1,{'NN'},4.352182518111363,0.0006044697941821336
nealuminum,2,1.3874340101698912e-05,16.137221319525175,10,NN,1,{'NN'},2.4771212547196626,0.0005327142483268092
yesno,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.000179501540197077
agent,2,1.3874340101698912e-05,16.137221319525175,5,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0006286485859494191
forum,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
articulation,2,1.3874340101698912e-05,16.137221319525175,12,NN,1,{'NN'},2.4771212547196626,0.00027523569496885143
trams,2,1.3874340101698912e-05,16.137221319525175,5,NNS,1,{'NNS'},2.4771212547196626,0.00027523569496885143
microstructure,2,1.3874340101698912e-05,16.137221319525175,14,NN,1,{'NN'},4.352182518111363,0.0005760241568088568
holmer,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
industryrollix,2,1.3874340101698912e-05,16.137221319525175,14,NNP,1,{'NNP'},2.4771212547196626,0.00027523569496885143
roadhereford,2,1.3874340101698912e-05,16.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
skins,2,1.3874340101698912e-05,16.137221319525175,5,NNS,1,{'NNS'},2.4771212547196626,0.00033028283396262166
exhibitions,2,1.3874340101698912e-05,16.137221319525175,11,NNS,1,{'NNS'},4.352182518111363,0.00023170448188702906
membership,2,1.3874340101698912e-05,16.137221319525175,10,NN,1,{'NN'},4.352182518111363,0.0005476393007120186
arhca,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0006116348777085587
primus,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
spherical,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},4.352182518111363,0.0004856248854954769
panneau,2,1.3874340101698912e-05,16.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.00042343953072130984
celebrate,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
cette,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},4.352182518111363,0.0003068846647386217
warby,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
tumbler,2,1.3874340101698912e-05,16.137221319525175,7,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0010399480330015203
centralized,2,1.3874340101698912e-05,16.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.00033028283396262166
streetwalkerton,2,1.3874340101698912e-05,16.137221319525175,15,NNP,1,{'NNP'},2.4771212547196626,0.00033028283396262166
fulmer,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00033028283396262166
timeline,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},4.352182518111363,0.0003635175490357993
coffee,2,1.3874340101698912e-05,16.137221319525175,6,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.00044648337070271236
spots,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
trench,2,1.3874340101698912e-05,16.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.0006116348777085587
caesars,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
ccs,2,1.3874340101698912e-05,16.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
preventers,2,1.3874340101698912e-05,16.137221319525175,10,NNS,1,{'NNS'},2.4771212547196626,0.00013426131461895192
kopu,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.000359003080394154
lumber,2,1.3874340101698912e-05,16.137221319525175,6,NN,1,{'NN'},4.352182518111363,0.0011102506423753475
vc,2,1.3874340101698912e-05,16.137221319525175,2,NNP,1,{'NNP'},2.4771212547196626,0.00031757964804098244
landscaping,2,1.3874340101698912e-05,16.137221319525175,11,NNP,1,{'NNP'},2.4771212547196626,0.0006351592960819649
stewardship,2,1.3874340101698912e-05,16.137221319525175,11,NN,1,{'NN'},4.352182518111363,0.00029656090027458873
circa,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00016851164998092942
alkalies,2,1.3874340101698912e-05,16.137221319525175,8,NNS,1,{'NNS'},4.352182518111363,0.0006562814908263165
buff,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.0012703185921639298
paths,2,1.3874340101698912e-05,16.137221319525175,5,NNS,1,{'NNS'},2.4771212547196626,0.0004027839438568557
camshafts,2,1.3874340101698912e-05,16.137221319525175,9,NNP,2,"{'NNS', 'NNP'}",2.4771212547196626,0.0005004285363070026
hooked,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00016851164998092942
expectancy,2,1.3874340101698912e-05,16.137221319525175,10,NN,1,{'NN'},2.4771212547196626,0.0004027839438568557
grass,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},4.352182518111363,0.0007846482905248851
warrant,2,1.3874340101698912e-05,16.137221319525175,7,NN,1,{'NN'},2.4771212547196626,0.00031757964804098244
woodcarving,2,1.3874340101698912e-05,16.137221319525175,11,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.00016851164998092942
satisfying,2,1.3874340101698912e-05,16.137221319525175,10,NN,1,{'NN'},2.4771212547196626,0.0004027839438568557
bags,2,1.3874340101698912e-05,16.137221319525175,4,NNS,1,{'NNS'},2.4771212547196626,0.0011009427798754057
bulkhead,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0003002571217842015
makena,2,1.3874340101698912e-05,16.137221319525175,6,NNP,1,{'NNP'},2.4771212547196626,0.00016851164998092942
gsi,2,1.3874340101698912e-05,16.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.0005004285363070026
gl,2,1.3874340101698912e-05,16.137221319525175,2,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.00040579790378660724
homesteaders,2,1.3874340101698912e-05,16.137221319525175,12,NNP,1,{'NNP'},2.4771212547196626,0.00016851164998092942
tender,2,1.3874340101698912e-05,16.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.00031757964804098244
printable,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.0010321338561331927
pine,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},4.352182518111363,0.0007713143980061615
granules,2,1.3874340101698912e-05,16.137221319525175,8,NNS,1,{'NNS'},4.352182518111363,0.000752229077204433
hopefully,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},4.352182518111363,0.0007687278904272788
abutments,2,1.3874340101698912e-05,16.137221319525175,9,NNS,1,{'NNS'},2.4771212547196626,0.000359003080394154
peregrine,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},2.4771212547196626,0.00016851164998092942
binders,2,1.3874340101698912e-05,16.137221319525175,7,NNS,1,{'NNS'},4.352182518111363,0.00091026039594486
fibers,2,1.3874340101698912e-05,16.137221319525175,6,NNP,2,"{'NNS', 'NNP'}",4.352182518111363,0.0006908226219224385
root,2,1.3874340101698912e-05,16.137221319525175,4,NN,1,{'NN'},4.352182518111363,0.0005008464008937678
cdc,2,1.3874340101698912e-05,16.137221319525175,3,NNP,1,{'NNP'},4.352182518111363,0.0004333187722614968
birds,2,1.3874340101698912e-05,16.137221319525175,5,NNP,1,{'NNP'},2.4771212547196626,0.00016851164998092942
examination,2,1.3874340101698912e-05,16.137221319525175,11,NN,1,{'NN'},4.352182518111363,0.0003615794999849359
wrap,2,1.3874340101698912e-05,16.137221319525175,4,NN,2,"{'NNP', 'NN'}",4.352182518111363,0.0003314016214257293
relaxing,2,1.3874340101698912e-05,16.137221319525175,8,NN,1,{'NN'},2.4771212547196626,0.0006351592960819649
nzta,2,1.3874340101698912e-05,16.137221319525175,4,NNP,1,{'NNP'},2.4771212547196626,0.000359003080394154
res,2,1.3874340101698912e-05,16.137221319525175,3,NNP,1,{'NNP'},2.4771212547196626,0.000359003080394154
schools,2,1.3874340101698912e-05,16.137221319525175,7,NNS,1,{'NNS'},4.352182518111363,0.0006604938238868193
initial,2,1.3874340101698912e-05,16.137221319525175,7,NNP,1,{'NNP'},4.352182518111363,0.0003810088862265045
pandemic,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.000359003080394154
microsoft,2,1.3874340101698912e-05,16.137221319525175,9,NNP,1,{'NNP'},4.352182518111363,0.0003810088862265045
veneer,2,1.3874340101698912e-05,16.137221319525175,6,NN,1,{'NN'},2.4771212547196626,0.0006351592960819649
journeyman,2,1.3874340101698912e-05,16.137221319525175,10,NN,1,{'NN'},4.352182518111363,0.0003191461754074967
forgehas,2,1.3874340101698912e-05,16.137221319525175,8,NNP,1,{'NNP'},2.4771212547196626,0.0002663571241634046
learning,2,1.3874340101698912e-05,16.137221319525175,8,NN,2,"{'NNP', 'NN'}",2.4771212547196626,0.0004027839438568557
lg,2,1.3874340101698912e-05,16.137221319525175,2,NNP,1,{'NNP'},2.4771212547196626,0.000359003080394154
