company_num,Text,characters,words
826,LARGE TURNING Cincinnati     Manual Lathes|CNC Turning|Boring Mills|CNC Milling|Inspection|Jig Bores|Miscellaneous|Sawing ,122,9
826,"CNC TURNING Olympia V40 59.7 Inch Max CutDiameter, 48 Inch 4 jaw Chuck, 12Tool ATC, 750 RPMs, 31.5 Max CutHeight (INSTALLED Oct. 2008) Pratt & Whitney 1800 StarturnUniversal Retrofitted 1996 Auto Delta50T Controller 32"" Swing 60"" CC Ernault Toyoda GT 52 GE Fanuc 15TController 18 ?"" Swing 60"" CC 50HP Cincinnati Milicron Cinturn Series1210 Acromatic 850 30HP 10.?""Swing 40"" CC     Large Turning|Manual  				Lathes|Boring Mills|CNC Milling|Inspection|Jig Bores|Miscellaneous|Sawing ",483,66
826,CNC MILLING 4 Axis Fadal         Large Turning|Manual  				Lathes|CNC Turning|Boring Mills|Inspection|Jig Bores|Miscellaneous|Sawing ,134,11
826,SAWING MarvelSeries 8 20 Height50 - 450 RPM Blade SpeedTable 33 x 84 With Extender           Large Turning|Manual  Lathes|CNC Turning|CNC Milling|Boring Mills|Inspection|Jig Bores|Miscellaneous ,197,22
826,MISCELLANEOUS Avey6  				Spindle Multi-Drill & Auto Tapping15 x 77 Table 32 Spindle Travel OeawaRadial Drill Model HOR-D-15005 HP 64 ¼ x 34 Working Area56 ¼ Spindle to Base 30-1500 RPM Power  				MasterDrill Press 24 x 2436 Spindle Travel 100-2000 RPM Sunnen Honing  				System            Large Turning|Manual  				Lathes|CNC Turning|Boring Mills|CNC  				Milling|Inspection|Jig Bores|Sawing ,405,50
827,"Precision Die CastingRobust Engineering Solutions High pressure Die Casting in Zinc and Aluminum Request Quote Casting Engineering Machining Tooling Latest News Canadian Olympian Brandon McBride and his girlfriend Yasmina Captan stopped by to collect coats donated by the employees of Cottam Diecasting for Brandon to distribute through his charity ""McBride Youth United"" Read More ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ",452,65
827,Associate Gateway ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ,88,13
827,"We live by our word to our customers, our suppliers and each other. We develop and maintain long term relationships by demanding uncompromising ethical standards in all we say and do. Machining Facilities Associate Gateway Impregnation About Us Cottam Diecasting is a supplier of high quality high volume, precision-machined zinc and aluminum die castings and assemblies for the automotive, industrial, military and marine applications. We offer a wide variety of finishing options, from in-house impregnation, thermal deburring, shot-blasting and vibratory finishing to out-sourced polished, painted and chrome plated finishes. Company Cottam Diecasting was founded in 1956 in Cottam, Ontario and operated by generations of the founding family until acquired by the Zynik Capital Corporation in 2018. We are currently located in a 76,000 square foot facility in Tecumseh, Ontario, a suburb of Windsor which is directly across the river from Detroit, Michigan. Our customer base spans across Canada, Mexico, United States and several countries in Europe. Cottam is certified by NSF to ISO:9001(2015) standards and is on track to acquire IATF16949 certification in 2021. Certified as a Minority Company by CAMSC in 2020. Our Team The Cottam Diecasting Team consists of highly qualified, experienced and dedicated professionals that strive for excellence in everything we do. Dan Brown President Craig Gray Plant Manager Lorenzo Blasutto Controller John Basile Engineering Manager Dennis Hasson Quality Manager ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ",1579,234
827,"Engineering Request Quote Engineering Cottam employs full-time engineers to support product design from concept to completion. Our goal is to assist in the design ensuring that the product designs are optimized, manufacturable and meet our customer’s requirements. Our program managers and quality team work closely with customers. We emphasize clear and concise communication making certain that every milestone of the program is captured, tracked and met.  The required tolerances and specifications are achieved through the use of repeatable, robust processes culminating in successful product launches. ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ",677,96
827,"Tooling Request Quote Tooling Our tool room employs the latest CAD and machining software, supporting three multi-axis CNC machining centers and other equipment. Cottam toolroom staff design and build new tooling, while also repairing tools as required to support production. We also provide machining services to customers for their high-precision machining needs in the stamping and plastic injection mold industries. Magma Flow ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ",501,73
827,"Thermal Deburring Contact Thermal Deburring The Thermal Deburring process utilizes the combustion of natural gas within a pressurized chamber to remove burrs, flashings or hidden contaminants from machined components through an oxidation reaction ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ",317,44
827,"COTTAM DIECASTING LIMITED11886 County Rd 42TecumsehOntario, CanadaN8N 0G8 (519) 979-4783 dbrown@cottamdiecasting.com Google Map of Location of Cottam Diecasting LTD Please use the form below to send us a message or to request a quote  Your Name Your Name Your Name Your Name Your Name Your Name Your Name  ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ",376,59
827,"VACUUM IMPREGNATION Vacuum Impregnation The vacuum impregnation process can be beneficial for parts used in many industries, automotive, heavy truck, military, aviation, consumer components as well as others. It can also be used with a wide range of common industrial parts such as pumps, cast piping and control valves. Key benefits include excellent sealing, high chemical and temperature resistance, and no unpleasant odor. Vacuum impregnation represents only a small portion of the overall casting cost, making it an extremely cost-effective process. IM3000 resin offers a cost effective solution to the challenges of casting porosity ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ",709,105
827,"Craig Gray Plant Manager < back Craig Gray Plant Manager An accomplished executive with outstanding strategic planning/vision, team building and communication skill sets.  Strengths include 6 Sigma, Lean, Health and Safety, labour relations, quality, engineering, materials, finance and a wide range of manufacturing processes.  A proven result driven leader with over 25 years experience. ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ",460,65
827,"John Basile Engineering Manager < back John Basile Engineering Manager Johnny has been an associate of Cottam for 19 years. He provides tooling designs and manufacturability to meet our customers specifications. He holds a mechanical engineering diploma and is a certified tool and die maker by trade. In his spare time, Johnny enjoys watching his three children thrive in school, sports and music ©2020 Cottam Diecasting LTD © 2023 Cottam Diecasting LTD Division of  ",468,74
829,"Alloy Castings Co. Inc.can help you get the job done, just ask Vibco Vibrators. Vibco was selected to provide vibrators & brackets for consolidating concrete poured to build the walls and foundation for the 1776 foot tall Freedom Tower in New York City. The vibrators needed to be assembled and delivered in 2 and a half days by Vibco to fulfill their requirements, so they called Alloy Castings, Co. Inc. needing a rush job. Alloy Castings, Co. Inc. completed the task and helped Vibco stay on schedule. When you need the job done  fast  allow Alloy Castings, Co. Inc. to help you achieve your goal. Alloy Castings Co. Inc. was hired by Universal Studios Florida to help recreate an old fashioned New York City street at Universals $600-million tourist attraction, movie and television production complex in Orlando Florida. Alloy Castings was contracted to manufacture historic fire alarm boxes and pedestals to line the side walks of ""New York Street"" The New York Street will recreate time periods in New York City dating back to 1930 and gradually moving up to 1960. Using original patterns for the fire alarm pedestals from 1930 New York City, Alloy Castings was able to recreate them for an authentic look.  ",1215,205
829,"Alloy Castings Co.specializes in Aluminum Castings from 1.0oz. to 1000 pounds. We use traditional sand casting methods and no bake molds for the finest  quality products with maximum detail. There are many advantages to aluminum castings such as longer life and aluminum is 1/3 the weight of Iron. This is a important factor when casting larger products. Aluminum also will not shatter upon impact.  We make patterns as well as offer free pattern storage for our customers. We also offer post casting machining service and upon completion we will deliver you order to any location completed to your specifications. Our Traffic Bases   are available in five colors: Aluminum, Federal Yellow, MDC Gray, Green and   Black. The bases are cleaned, receive a primer coat and two coats of finish   paint. We use only the finest acrylic enamel paint. Special colors may be available   upon request. From prototype to production Alloy Castings Co., Inc. can work with you to acheive your goals. We purchase our aluminum in  20 ton lots this allows us to  pass the savings on to our customers. Contact our Sales   Department for price quotations. All products are   sold F.O.B. Alloy Castings Co., factory. ",1197,195
834," WELCOME TO CASTECH 3D - YOUR FIRST CHOICE FOR 3D PRINTING COST EFFECTIVE FAST COMPLETION LATEST TECHNOLOGY LATEST TECHNOLOGY FOR SPEED, PERFORMANCE, AND ACCURACY IN 3D PRINTING Castech, 3D Printing Australia, has embraced cutting-edge technology, now utilising 3D printing to provide you modern solutions for speed, performance, and accuracy. Call us today! The Fortus 450MC printer is capable of printing patterns, coreboxes and prototypes for easy product visualisation and creation. Products are printed from 3D CAD models, resulting in quality and detail suitable for a range of industries. The Stratasys Fortus 450MC – the first and only of its kind in South Australia – can print as large as 406mm x 300mm x 406mm or split parts into joint sections.Read More MADE FOR PRODUCTION Castech 3D is an industry expert, providing quality 3D printing made to last. With a team of 3D printers, suitable for a range of applications, Castech 3D has the capacity to rapidly print one offs or large volume prints in the thousands.  Our knowledgeable technicians can walk you through the best settings for your desired print, helping you decide on print quality, density, durability and design.  We can offer prints for a variety of solutions – UV resistant, water-tight or even movable parts printed without assembly SUPERIOR PRINT QUALITY At-home, desktop 3D printers often provide less than desirable prints – cheap and roughly made DIY jobs not suitable for production parts or even small scale parts.  print is optimised for speed, performance, accuracy and, of course, quality.  With an impressive workforce of 3D printers to bring your ideas to life, whether it is 3D model printing, rapid prototyping, or something of your own creation.  quality 3D printing in Australia. Tough enough for use in the real world.  BRING YOUR IDEAS TO LIFE PHONE:+61 8 8349 7299 WE OFFER 3D PRINTING SIZES UP TO 406mm x 355mm x 406mm OUR CUSTOMERS – LOCAL AND GLOBAL  Castech is not new to business of customer satisfaction, we have an experienced team working to optimise your customer experience. 3D printing can provide innovative and dynamic solutions to anyone – be it an individual or a large organisation. With many suitable 3D printing applications, our team has provided 3D printing solutions for defence, IT electronics, automotive, medical, foundry, entertainment, education and even your neighbour with the broken roller door. We are not limited in our capacity to 3D print, nor our capacity to deliver these 3D printing services Australia wide and global. Waiting times are a thing of the past, 3D printing provides some of the quickest manufacturing turnarounds – get your parts swiftly, wherever you are located. OUR PROCESS 01CONTACT 02SEND CAD DATA 03GET QUOTE 04ORDER 05DELIVERED SUSTAINABILITY There are two key elements that give additive manufacturing the quality of being sustainable, green technology. 1 – REDUCED WASTEUnlike traditional subtractive manufacturing, our 3D printers only use materials as required when building each layer.  2 – GREATER ACCESSIBILITYOur team of in-house 3D printers means no additional tooling or third-party materials are required, thereby reducing logistics and travel issues often seen with conventional manufacturing methods. NEW PARTS - WE CAN PRINT IT AND PAINT IT PRODUCT DEVELOPMENT ARCHITECTURE ENGINEERING CALL US TODAY TO RECEIVE A QUOTE PHONE:+61 8 8349 7299 RAPID PROTOTYPING TOOLING MANUFACTURING WHAT IS 3D PRINTING? CASE STUDIES Client requires a 3D printed model to use as a pattern for the manufacture of a cast journal bracket and provided Casted 3D with a 3D CAD model of the journal bracket. Our technician liaises with the client in order to determine the product’s strength requirements and desired finish then imports the 3D model into our ‘Insight’ programme and manipulates the model in order to decide which printing technique to utilise. Ensuring to take into consideration several factors including: slice height (resolution), support material, fill density and product orientation. We send the file to the Fortus 450 MC for printing. This product was then printed over 19 hours- however, the printing time required can take as little as 2 hours depending on a product’s resolution and total material.  Printed model incorporating the support material is removed from the printer. Support material is removed from the printed part. Final finishes are made to the client’s request. The technician can smooth part surfaces and apply a protective, finishing coat. The part is then delivered to the satisfied client within 48 hours of their purchase order. CONTACT US TO ENQUIRE ABOUT OUR SERVICES TODAY PHONE:+61 8 8349 7299 SITE DIRECTORY CONTACT US Social Media ",4726,749
834,"PRODUCTS Rapid Prototyping is the process of manufacturing goods very quickly. Castech 3D has the ability to cut the need for manual work or labour by manufacturing the product directly from the computer to our 3D Printer. We provide custom designed products and our digital manufacturing process is perfect for developing prototypes. Our production cycle and overall service are affordable and fast. We also allow for a one-off production for functional or physical testing. The entire process is flexible, which is crucial when it comes to trialling and redesigning your product. As a result, Castech 3D allows for industrial designers and engineers to revise more often, within a smaller time frame.  We pride ourselves on providing highly accurate, tough, functional prototypes and realistic models that not only look but also feel like the finished products. Concept models are used for the design and development of products in order to convey, and ultimately communicate ideas. Concept models are a valuable form of communication and they have the ability to communicate in a way that computers would never be able to. Castech 3D provides concept models so that an idea can be transformed into a one-off finished product. Concept Models are a cost effective and durable in production-grade thermoplastics. Castech 3D allows for evaluation during the early stages of development, to enable the filtering out of failures with design and the incorporation of improvements,  while also producing a realistic model. Castech 3D develops jigs and fixtures for custom manufacturing tools through the use of 3D printing. The jigs and fixtures are customised to each individual and task for the improvement of manufacturing ergonomics. All jigs and fixtures are developed with lightweight thermoplastics and our service is precise in its customisation. As a result, Castech 3D can produce complex end-use parts. Castech 3D offer jigs and fixtures at an efficient rate that are no less affordable than conventional manufacturing. Customers have the flexibility to optimise jigs, fixtures and other manufacturing aids for specific tasks, components and measurement aids. Castech 3D manufacture production parts at a rapid rate. We are able to provide production without delay and the expense of tooling, while also having the ability to produce production parts that are customised to the customer and which are geometrically complex. Our service is free from traditional manufacturing constraints and we can provide on-demand production. All the manufactured production parts are durable, stable and repeatable parts, with the products being developed in a matter of days rather than months. Castech 3D has the ability to customise and personalise all shapes and sizes of production parts in a cost effective manner. 3D printed foundry patterns and coreboxes are an alternative to conventional patternmaking. We utilise the foundry moulding process and have evolved to update the entire process. As a result, customers have design freedom and the ability to incorporate intricate features. This technology has reduced labour and replaced timber with lightweight thermoplastics. The main benefits include the increased speed of manufacturing and casting process. Castech 3D can provide props for theatre and film production quickly and easily, so that props such as figurines or replicas can be fabricated and brought to life. With Castech 3D, printing props can be highly customised, highly detailed, and of the best quality. Subsequently, the props are affordable and accessible as various processes and materials are used to suit the customer’s needs. This technology is recognised as the future of filmmaking and sure to provide an excellent effect to any production. Vacuum moulds are used to form plastic products and have the ability to print in certain plastics for small runs. The process is considered a type of thermoforming and it has the capability to shape thin sheets of thermoplastic. In short, the heat makes the plastic pliable and then the vacuum is used to pull the heated plastic sheet around 3D printed mould. The whole process allows for repetitive sampling and custom forming. Vacuum moulds allow for greater accuracy and surface finish for final vacuum formed products.  Rapid Prototyping is the process of manufacturing goods very quickly. Castech 3D has the ability to cut the need for manual work or labour by manufacturing the product directly from the computer to our 3D Printer. We provide custom designed products and our digital manufacturing process is perfect for developing prototypes. Our production cycle and overall service are affordable and fast. We also allow for a one-off production for functional or physical testing. The entire process is flexible, which is crucial when it comes to trialling and redesigning your product. As a result, Castech 3D allows for industrial designers and engineers to revise more often, within a smaller time frame.  We pride ourselves on providing highly accurate, tough, functional prototypes and realistic models that not only look but also feel like the finished products. Concept models are used for the design and development of products in order to convey, and ultimately communicate ideas. Concept models are a valuable form of communication and they have the ability to communicate in a way that computers would never be able to. Castech 3D provides concept models so that an idea can be transformed into a one-off finished product. Concept Models are a cost effective and durable in production-grade thermoplastics. Castech 3D allows for evaluation during the early stages of development, to enable the filtering out of failures with design and the incorporation of improvements,  while also producing a realistic model. Castech 3D develops jigs and fixtures for custom manufacturing tools through the use of 3D printing. The jigs and fixtures are customised to each individual and task for the improvement of manufacturing ergonomics. All jigs and fixtures are developed with lightweight thermoplastics and our service is precise in its customisation. As a result, Castech 3D can produce complex end-use parts. Castech 3D offer jigs and fixtures at an efficient rate that are no less affordable than conventional manufacturing. Customers have the flexibility to optimise jigs, fixtures and other manufacturing aids for specific tasks, components and measurement aids. Castech 3D manufacture production parts at a rapid rate. We are able to provide production without delay and the expense of tooling, while also having the ability to produce production parts that are customised to the customer and which are geometrically complex. Our service is free from traditional manufacturing constraints and we can provide on-demand production. All the manufactured production parts are durable, stable and repeatable parts, with the products being developed in a matter of days rather than months. Castech 3D has the ability to customise and personalise all shapes and sizes of production parts in a cost effective manner. 3D printed foundry patterns and coreboxes are an alternative to conventional patternmaking. We utilise the foundry moulding process and have evolved to update the entire process. As a result, customers have design freedom and the ability to incorporate intricate features. This technology has reduced labour and replaced timber with lightweight thermoplastics. The main benefits include the increased speed of manufacturing and casting process. Castech 3D can provide props for theatre and film production quickly and easily, so that props such as figurines or replicas can be fabricated and brought to life. With Castech 3D, printing props can be highly customised, highly detailed, and of the best quality. Subsequently, the props are affordable and accessible as various processes and materials are used to suit the customer’s needs. This technology is recognised as the future of filmmaking and sure to provide an excellent effect to any production. Vacuum moulds are used to form plastic products and have the ability to print in certain plastics for small runs. The process is considered a type of thermoforming and it has the capability to shape thin sheets of thermoplastic. In short, the heat makes the plastic pliable and then the vacuum is used to pull the heated plastic sheet around 3D printed mould. The whole process allows for repetitive sampling and custom forming. Vacuum moulds allow for greater accuracy and surface finish for final vacuum formed products.  Industries using digital manufacturing and 3D printing CONTACT US TO ENQUIRE ABOUT OUR SERVICES TODAY PHONE:+61 8 8349 7299 SITE DIRECTORY CONTACT US Social Media ",8736,1360
834,"FREQUENTLY ASKED QUESTIONS What can digital manufacturing produce? Digital manufacturing has the capability to produce virtually anything, such as models and prototypes, and the process is often used for engineering testing and demonstrations. For more information see ‘Our Technology’. How much does digital manufacturing cost? Digital manufacturing is a cost effective method of producing prototypes and larger runs of manufactured products. The cost is dependent on size, detail and filament (material used). For more information, please make an enquiry to discuss your next project and receive a quote. How long does it take to produce a prototype? The time taken to develop a prototype is dependent on the item, design and size. Following an enquiry, process printing can take as little as a couple of hours or longer depending on the product’s size. Castech 3D produces quality, functional products in just days. How large can I print? You will be able to print up to 406mm x 300mm x 406mm. Alternatively, for larger designs, these are split into parts and then joint into sections. What are the advantages of digital manufacturing and 3D printing? What can digital manufacturing achieve? Digital manufacturing and 3D printing is fast, affordable and customisable. There is no waste of materials and no tooling is required. The process allows for product visualisation and models. Castech 3D has the capacity to provide mass customisation and continuous product improvement. Through the CAD design it is easy to communicate needs whilst also allowing for innovation. 3D printing is cutting-edge technology and enables print on demand. The models that are developed are effective sales tools, particularly because they are made from lightweight thermoplastics. Digital manufacturing can replace conventional manufacturing methods and allow for efficient production of products. What materials can we print with? Currently printing in ABS and PLA but we are looking to expand our options in the future so enquire now to see how we can choose what best suits you. OUR PROCESS 01CONTACT 02SEND CAD DATA 03GET QUOTE 04ORDER 05DELIVERED STILL HAVE QUESTIONS? SITE DIRECTORY CONTACT US Social Media ",2198,342
834,CONTACT US Address:9 Moss Road WingfieldSouth Australia 5013 Postal Address:PO Box 188Dry CreekSA 5094 Phone:+61 8 8349 7299E-mail:brad@castech.net SEND US A MESSAGE SITE DIRECTORY CONTACT US Social Media ,205,28
835,"Why settle for a plastic model when you can cost-effectively procure metal prototypes of your production design? Real Parts.  Real Fast. Sycast routinely works with aerospace and commercial-grade alloys of the following materials: Sycast delivers assembly-ready, turnkey products.In addition to our short-run and low-volume casting and machining processes, we offer the following services:  Sycast has the right casting process for your demanding application: Lean More Innovative approaches To Complex cast and CNC Machined components Sycast manufactures high-precision, cnc-machined components and metal castings, using the latest rapid manufacturing and clean technologies combined with traditional processes and craftsmanship used in the aerospace machining and foundry industries.  services Provided Alloys processed Precision Castings Products and Services Waveguide Components Rapid Prototype Casting Short-Run Production Hybrid Mold Technology CNC Machining ​​​​Fromelectronic housingstobladed vanesandeverything in between, Sycast delivers the highest quality CNC-machined components. Learn More Sycast Inc. 148 Bartholomew Ave Hartford, CT 06106 +1 860.308.2122 M-Fri 830am-5pm EST  ​ISO 9001:2015 and AS9100:2016 (Rev. D)Certified ​Sycast, Inc is a Small Business Concern, Cage Code 7EJW9 © 2018 Sycast, Inc. All Rights Reserved  |  Privacy Policy In-House Processes Tool-less Casting Investment Casting Plaster Mold Casting Precision Sand Casting CNC Machining ​​Sycast has the right casting process for your demanding application: Tool-less Casting Plaster Mold Casting Investment Casting Precision Sand Casting Hybrid Mold Technology Learn More​ ",1660,217
835,"Sycast Inc. 148 Bartholomew Ave Hartford, CT 06106 +1 860.308.2122 M-Fri 830am-5pm EST  Products and Services Waveguide Components Rapid Prototype Casting Short-Run Production Hybrid Mold Technology Above: 3d-printed sand mold that produces the internal cavitiesof a fluid housing casting.3d-printing eliminates the need for foundry tooling. We understand.  You need your prototype castings, diecast prototypes and prototype machining fast.  You need your prototypes to be accurate.  You need your prototypes to perform like your production parts.  You need your prototype supplier to be adaptable with design and schedule changes.  Sycast delivers no-compromise cast and machined prototypes in as little as 5 days after receipt of CAD file!   Sycast prides itself on exceeding our clients' expectations with prompt delivery, responsive service and quality precision prototype castings, diecast prototypes and machined components.Contact ustoday for more information. Rapid Prototypes Sycast Advantage Rapid Prototype Services In-House Processes Tool-less Casting Investment Casting Plaster Mold Casting Precision Sand Casting CNC Machining ​ISO 9001:2015 and AS9100:2016 (Rev. D)Certified ​Sycast, Inc is a Small Business Concern, Cage Code 7EJW9 © 2018 Sycast, Inc. All Rights Reserved  |  Privacy Policy Above:a prototype automotive casting and the plaster mold from which it was produced.  Plaster mold foundry tooling can be produced quickly, inexpensively and is easily modified to support evolving designs. ",1514,210
835," Already have a complex dip-brazed assembly with demanding tolerances that you need in small quantities?  Sycast's waveguidecasting processeswill deliver you a no-compromise, precision monolithic casting AT THE RIGHT PRICE.  No compromise waveguide castings means:  It's simple.  As long as the casting process delivers the accuracy and repeatabilty required, a monolithic cast component means less loss, better pressure tightness, improved rigidity and a simplified supply chain. All at a smaller price tag.  From basic bends, to complex hybrid couplers, to thin-wall RF enclosures with integral heatsinks, Sycast's management team has over 50 years combined experience in delivering high-precision cast and machined waveguides and related components! Waveguides and RF Components In-House Processes Tool-less Casting Investment Casting Plaster Mold Casting Precision Sand Casting CNC Machining ​ISO 9001:2015 and AS9100:2016 (Rev. D)Certified © 2018 Sycast, Inc. All Rights Reserved  |  Privacy Policy Waveguides and RF Components Sycast Inc. 148 Bartholomew Ave Hartford, CT 06106 +1 860.308.2122 M-Fri 830am-5pm EST  Products and Services Waveguide Components Rapid Prototype Casting Short-Run Production Hybrid Mold Technology Waveguides Components ​Sycast, Inc is a Small Business Concern, Cage Code 7EJW9 ",1312,180
835,"Our CNC machining services include the following: ​ Contact usto learn more about our machining capabilities. Sycast Advantage Unbiased and informed process recommendations... Engineers and Buyers face the same difficult questions every time:  Which process (or processes) is best for this project? Sycast maintains an in-house, aerospace-grade CNC machine shop ready to deliver assembly-ready metal components to our customers.All of our production machining centers are equipped with 4- or 5-axis capability.  The following materials are routinely machined at Sycast:​ CNC Machining Services Above:  CNC machined and ported cylinder head. Above:  Assorted aluminum components CNC machined from billet (6061). CNC Machining In-House Processes Tool-less Casting Investment Casting Plaster Mold Casting Precision Sand Casting CNC Machining ​ISO 9001:2015 and AS9100:2016 (Rev. D)Certified ​Sycast, Inc is a Small Business Concern, Cage Code 7EJW9 Products and Services Waveguide Components Rapid Prototype Casting Short-Run Production Hybrid Mold Technology © 2018 Sycast, Inc. All Rights Reserved  |  Privacy Policy Sycast Inc. 148 Bartholomew Ave Hartford, CT 06106 +1 860.308.2122 M-Fri 830am-5pm EST  ",1204,166
835,"Products and Services Waveguide Components Rapid Prototype Casting Short-Run Production Hybrid Mold Technology © 2018 Sycast, Inc. All Rights Reserved  |  Privacy Policy Tool-less Advantage Above:  This 3D-Printed Sand Mold piece for a cylinder head casting includes the waterjacket core, intake and exhaust ports and side walls in a single piece of sand. Above:  Raw aluminum cylinder head casting.  The entire sand mold assembly consisted of only 4 sand pieces, one of which is pictured above. Tool-less Castings Tool-less Casting Technologies Sycast utilizes the latest additive fabrication and rapid manufacturing technologies to deliver REAL CASTINGS. REAL FAST.  Our rapid casting system is the right solution for the following applications:  Sand Casting, Tool-less Foundry molds are designed in CAD. A 3D-Printer builds disposable sand (or ceramic) foundry molds directly from the CAD data by alternately depositing a layer of refractory and selectively printing a layer of binder.  Investment Casting, Tool-less Wax (or other pattern material) foundry patterns are built layer-by-layer using the latest 3D-printers / rapid prototyping machines, eliminating the need for permanent wax injection dies to be produced.  These 3d-printed wax patterns are then incorporated into the standard Investment Casting process. In-House Processes Tool-less Casting Investment Casting Plaster Mold Casting Precision Sand Casting CNC Machining Sycast Inc. 148 Bartholomew Ave Hartford, CT 06106 +1 860.308.2122 M-Fri 830am-5pm EST  ​Sycast, Inc is a Small Business Concern, Cage Code 7EJW9 ​ISO 9001:2015 and AS9100:2016 (Rev. D)Certified ",1632,234
835,"Sycast Inc. 148 Bartholomew Ave Hartford, CT 06106 +1 860.308.2122 M-Fri 830am-5pm EST  Pictured Above:  A thin-wall aluminum ram tube casting next to the bottom half of the plaster mold in which it is cast (plaster core assembled in place also pictured). Products and Services Waveguide Components Rapid Prototype Casting Short-Run Production Hybrid Mold Technology Pictured Above:  A thin-wall zinc chassis casting required alpha testing before the OEM invested in diecast tooling. In-House Processes Tool-less Casting Investment Casting Plaster Mold Casting Precision Sand Casting CNC Machining ​ISO 9001:2015 and AS9100:2016 (Rev. D)Certified Plaster Mold Castings ​Sycast, Inc is a Small Business Concern, Cage Code 7EJW9 © 2018 Sycast, Inc. All Rights Reserved  |  Privacy Policy Plaster Mold Casting Plaster molds are used to produce high-accuracy, high detail castings in any non-ferrous alloy.  Plaster mold castings can be thin-wall (down to .010"" locally) and exhibit similar smoothness and accuracy as die castings. Typical applications for plaster mold casting are:  Plaster Mold Casting Process Foundry tools are designed in CAD and subsequently cnc-machined, typically from high-density urethane or aluminum.  Alternately, foundry tools can be produced directly from Rapid Prototype models, such as SLAs.  A batch-mixed gypsum composite slurry is poured into flasks containing the foundry tools. After the slurry has set, the hardened plaster molds are stripped from the foundry tools. The plaster molds are then baked, assembled and are ready for metal to be cast. Plas​ter Mold Castings ",1604,237
835,"Products and Services Waveguide Components Rapid Prototype Casting Short-Run Production Hybrid Mold Technology Quality Assurance In-House Processes Tool-less Casting Investment Casting Plaster Mold Casting Precision Sand Casting CNC Machining ​ISO 9001:2015 and AS9100:2016 (Rev. D)Certified © 2018 Sycast, Inc. All Rights Reserved  |  Privacy Policy At Sycast, ""quality"" is not just a customer requirement to assure product conformance; it is a critical component of our corporate culture that drives all aspects of our business.​ Sycast maintains a complete Inspection room including the following equipment: Sycast Inc. 148 Bartholomew Ave Hartford, CT 06106 +1 860.308.2122 M-Fri 830am-5pm EST  Sycast maintains a Quality Management System certified to the ISO 9001:2015 and AS9100:2016 (Rev. D) standards.​ ​Sycast, Inc is a Small Business Concern, Cage Code 7EJW9 ",870,123
837,"Our Company SciCast International is an integrated products, tool design and die cast metal manufacturer located in Pennsylvania. With 50 years of operating history, the Company provides corrosion management products, die cast products (precision aluminum and zinc), and tool design services for the military, communications, and marine markets. SciCast has established a reputation for developing innovative high quality products in the corrosion market and is a leading supplier of exclusively aluminum sacrificial anodes. Our Mission Statement The Company is committed to providing innovative and practical solutions for its customers through continuous improvement of its processes and products. We continue to provide an environment that emphasizes Business Integrity, Workplace Safety and the Opportunity for growth for all of our associates. Location 650 Route 100 NBechtelsville, PA 19505USA Tel:  610.369.3060 • Fax:  610.367.4759 • Email: r.reinhard@scicast.com Call Toll Free: 877.612.5213 High-pressure die casting ""Intelligent Anode"" system Navalloy sacrificial anodes ",1082,147
837,"Contact Us Let us know your suggestions, comments and concerns by filling out the form below.Your name, e-mail, and message are required.  Need to contact us by phone?: 650 Route 100 NBechtelsville, PA 19505USA Tel:  610.369.3060 • Fax:  610.367.4759  •  Email: r.reinhard@scicast.com Toll Free: 877.612.5213 ",309,45
837," Military Manufacturing and Engineering Services  SciCast has served as a reliable and trusted military services and products provider with more than 40 years of casting experience, specializing in high quality, technically difficult castings. Our long-tenured operating staff has significant experience in engineering design, value engineering, rapid prototyping, tool and die making, and fabricating intricate products and castings. Our team provides experience in a diverse range of technology areas  ""Unique Niche"" Company  SciCast offers some small business strategic advantages:.  Brochure SciCast Military Brochurepdf ",625,82
